HospitalID,name,mon_start,tue_start,wed_start,thu_start,fri_start,sat_start,sun_start,hol_start,mon_end,tue_end,wed_end,thu_end,fri_end,sat_end,sun_end,hol_end,businessHours
791,현대동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1200,0,0,"평일,토 10:00~20:00"
792,미니주동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1140,0,1140,"평일 10:00~20:00 / 토,공휴일 10:00~19:00"
793,혜민동물병원,840,810,660,810,840,720,720,0,960,1260,900,1260,960,1020,1020,0,"월,금 14:00~16:00/화,목 13:30~21:00/수 11:00~15:00/주말 12:00~17:00"
794,한국동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
795,둔촌동물병원,600,600,600,600,600,600,660,660,1320,1320,1320,1320,1320,1320,1200,1200,"평일,토요일 10:00~22:00 / 일,공휴일 11:00~20:00"
796,푸른들동물병원,600,600,600,600,600,600,0,0,1170,1170,1170,1170,1170,1110,0,0,평일 10:00~19:30 / 토 10:00~18:30
797,상아동물병원,600,600,600,600,600,600,0,600,1260,1260,1260,1260,1260,1140,0,1140,"평일 10:00~21:00/토,공휴일 10:00~19:00"
798,박동물병원,600,600,600,600,600,600,600,600,1110,1110,1110,1110,1110,1110,1110,1110,매일 10:00~18:30
799,품 동물의료센터,540,540,540,540,540,0,600,0,1320,1320,1320,1320,1320,0,1200,0,평일 09:00~22:00/일 10:00~20:00
800,은빛동물병원,600,600,600,600,600,600,0,600,1170,1170,1170,1170,1170,1050,0,720,평일 10:00 ~ 19:30 /토 10:00 ~17:30 /공휴일 10:00~ 12:00
801,조정연동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
802,혜원동물병원,540,540,540,540,540,0,0,540,1140,1140,1140,1140,1140,0,0,1140,평일 09:00~19:00/공휴일 09:00~19:00
803,북아현동물병원,600,600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1200,1080,1200,매일 10:00~20:00 / 일요일10:00~18:00
804,미소동물병원,630,630,630,630,630,630,0,630,1230,1230,1230,1230,1230,1140,0,1140,"평일 10:30~20:30/토,공휴일 10:30~19:00"
805,한샘종합동물병원,570,570,570,570,570,570,570,570,1200,1200,1200,1200,1200,1200,1200,1200,매일 09:30~20:00
806,대한동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
807,서울종합동물병원,570,570,570,570,570,570,570,570,1200,1200,1200,1200,1200,1200,1200,1200,매일 09:30~20:00
808,해동물병원,540,540,540,540,540,540,0,0,1140,1140,1140,1140,1140,900,0,0,평일 09:00~19:00/토 09:00~15:00
809,암사동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
810,시온동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
811,청담눈초롱안과동물병원,600,600,600,600,600,600,600,600,1140,1140,1140,1140,1140,1140,1140,1140,오전 10:00~19:00
812,케이나인종합동물병원 본점,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
813,모모동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1020,0,1020,"평일 10:00~20:00(접수마감 19:30) / 토요일,공휴일 10:00~17:00"
814,엔젤동물병원,570,570,570,570,570,570,0,0,1200,1200,1200,1200,1200,870,0,0,평일 09:30~20:00/토 09:30~14:30
815,나은동물병원,570,570,570,570,570,600,0,0,1200,1200,1200,1200,1200,1140,0,0,평일 09:30~20:00/토 10:00~19:00
816,리베동물메디컬센터,600,600,600,600,600,600,600,600,1320,1320,1320,1320,1320,1320,1320,1320,매일 10:00~22:00
817,늘푸른동물병원,540,540,540,540,540,540,0,0,1140,1140,1140,1140,1140,1020,0,0,평일 09:00~19:00 / 토요일 09:00~17:00
818,pet365 동물병원,570,570,570,570,570,570,570,570,1200,1200,1080,1200,1200,1200,1080,1080,"월,화,목,금,토요일 09:30~20:00 / 수,일,공휴일 09:30~18:00"
819,서울동물심장병원,0,570,570,570,570,570,0,0,0,1050,1050,1050,1050,1050,0,0,화~토요일 09:30~17:30
820,다랑동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1140,0,1200,"평일,공휴일 10:00~20:00 / 토요일 10:00~19:00"
821,라임동물병원,570,570,570,570,570,570,570,0,1230,1230,1230,1230,1230,1140,1140,0,평일 09:30~20:30 / 주말 09:30~19:00
822,초이스동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
823,DS동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1140,0,0,평일 10:00~20:00/토 10:00~19:00
824,쿨펫동물병원,600,600,600,600,600,600,600,600,1260,1260,1260,1260,1260,1260,1260,1260,매일 10:00~21:00
825,엔젤동물병원,540,540,540,540,540,540,540,540,1260,1260,1260,1260,1140,1260,1260,1260,매일 09:00~21:00/금 09:00~19:00
826,24시아프리카동물메디컬센터,540,540,540,540,540,540,540,540,1380,1380,1380,1380,1380,1380,1380,1380,매일 09:00~23:00 (주간진료) / 매일 23:00~09:00 (야간진료)
827,이다종합동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
828,리즈 동물병원,600,600,600,600,600,660,0,0,1200,1200,1200,1200,1200,1020,0,0,평일 10:00~20:00 / 토요일 10:00~17:00 (진료는 11시부터)
829,드림펫동물병원,600,600,600,600,600,600,0,0,1170,1170,1080,1170,1170,1050,0,0,"월,화,목,금 10:00~19:30/수 10:00~18:00/토 10:00~17:30"
830,보노보노동물병원,600,600,0,600,600,600,0,0,1110,1110,0,1110,1110,1110,0,0,"월,화,목,금,토 10:00~18:30 (12:30 오전진료 마감)"
831,주연동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,960,0,0,평일 10:00~20:00/토 10:00~16:00
832,25시동물병원,600,600,600,600,600,0,0,0,1200,1200,1200,1200,1200,0,0,0,평일 10:00~20:00
833,정동물병원,600,600,600,600,600,600,0,0,1170,1170,1170,1170,1170,990,0,0,평일 10:00~19:30/토 10:00~16:30
834,바른동물병원,570,570,570,570,570,600,0,600,1200,1200,1200,1200,1200,1080,0,1080,"평일 09:30~20:00/토,공휴일 10:00~18:00"
835,위례 별 동물의료센터,540,540,540,540,540,540,540,540,1320,1320,1320,1320,1320,1320,1320,1320,매일 09:00~22:00
836,스마일플러스동물병원,600,600,600,600,600,0,720,720,1200,1200,1200,1200,1200,0,1200,1200,"평일 09:30~20:00(진료는 10:00부터)/일,공휴일 12:00~20:00"
837,상암동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
838,온누리종합동물병원,570,570,570,570,570,570,660,0,1290,1290,1290,1290,1290,1290,1140,0,월~토 09:30~21:30/일 11:00~19:00/야간응급상담전화 운영
839,스마트동물병원 군자점,600,600,600,600,600,600,600,600,1260,1260,1260,1260,1260,1080,900,1080,"평일 10:00~21:00 / 토,공휴일 10:00~18:00 / 일요일 10:00~15:00"
840,닥터호오 동물병원,570,570,570,570,570,570,660,0,1200,1200,1200,1200,1200,1200,1020,0,"평일,토요일 09:30~20:00 / 일요일 11:00~17:00"
841,리오동물병원,570,570,570,570,570,570,0,0,1230,1230,1230,1230,1230,1080,0,0,평일 09:30~20:30 / 토요일 09:30~18:00
842,솔샘동물병원,540,540,540,540,540,540,0,0,1170,1170,1170,1170,1170,900,0,0,평일 00:09~19:30 / 토요일 00:09~15:00
843,김민재동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1140,0,0,평일 10:00~20:00/토 10:00~19:00
