HospitalID,name,mon_start,tue_start,wed_start,thu_start,fri_start,sat_start,sun_start,hol_start,mon_end,tue_end,wed_end,thu_end,fri_end,sat_end,sun_end,hol_end,businessHours
1,유림동물안과병원,540,540,540,840,540,540,0,0,1080,1080,1080,1080,1080,1080,0,0,"평일,토 09:00~18:00,목 14:00~18:00"
2,다루동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1140,0,0,평일 10:00~20:00/토 10:00~19:00
3,제일종합동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
4,안암종합동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
5,포레동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,840,0,0,평일 10:00~19:00 / 토요일 10:00~14:00
6,우리들동물종합병원,600,600,600,600,600,600,0,600,1170,1170,1170,1170,1170,1110,0,1110,"평일 10:00~19:30/토,공휴일 10:00~18:30"
7,신창동물병원,600,600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1200,1200,1200,매일 10:00~20:00
8,튼튼동물병원,600,600,600,600,600,600,600,600,1080,1080,1080,1080,1080,1080,1080,1080,"매일 10:00~18:00 (월,일요일 예약진료만 가능)"
9,이재풍동물병원,570,570,570,570,570,0,0,780,1260,1260,1260,1260,1260,0,0,1260,평일 09:30~21:00/ 공휴일 13:00~21:00
10,고양이병원 백산동물병원,570,570,570,570,570,570,570,570,1200,1200,1200,1200,1200,1200,1200,1200,매일 일반진료 09:30~20:00 / 매일 응급진료 20:00~09:00 (모든 진료는 예약제로 운영됩니다)
11,스테이동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1080,0,0,평일 10:00~20:00 / 토요일 10:00~18:00
12,녹번동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
13,로얄동물병원,540,540,540,540,540,540,540,540,1320,1320,1320,1320,1320,1320,1320,1320,"매일 09:00~22:00/야간응급 22:00~09:00(금,토 휴무)/미용 10:00~19:00(전화예약필수)"
14,오렌지동물병원,540,540,540,540,540,0,600,600,1260,1260,1260,1260,1260,0,1200,1200,"평일 09:00~21:00 / 일,공휴일 10:00~20:00"
15,노룬산동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,1020,0,0,평일 10:00~19:00/토요일 10:00~17:00
16,선릉동물병원,570,570,570,570,570,570,570,0,1290,1290,1290,1290,1290,1290,1140,0,월~토 09:30~21:30/일 09:30~19:00
17,피카소동물병원,540,540,540,540,540,540,0,0,1200,1200,1200,1200,1200,1140,0,0,평일 09:00~20:00/토요일 09:00~19:00
18,양지동물병원,540,540,540,540,540,540,540,540,1320,1320,1320,1320,1320,1320,1320,1320,매일 09:00~22:00
19,사랑의동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,1020,0,0,평일 10:00~19:00/토 10:00~17:00/미용시간 10:30~17:00 (예약제)
20,원동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,1020,0,0,평일 10:00~19:00 / 토요일 10:00~17:00
21,보광동물병원,540,540,540,540,540,540,0,0,1140,1140,1140,1140,1140,1140,0,0,"평일,토 09:00~19:00"
22,Dr.주 동물병원,600,600,600,600,600,600,0,0,1110,1110,1110,1110,1110,900,0,0,평일 10:00~18:30/토 10:00~15:00
23,피닉스동물병원,570,570,570,570,570,570,0,570,1200,1200,1200,1200,1200,1020,0,1020,"평일 09:30~20:00/토,공휴일 09:30~17:00"
24,올바른동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1080,0,0,평일 10:00~20:00/토 10:00~18:00
25,시마동물병원,600,600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1200,1200,1200,매일 10:00~20:00
26,가재울봉쥬르동물병원,570,570,570,570,570,570,0,0,1200,1200,1200,1200,1200,1140,0,0,평일 09:30~20:00 / 토요일 09:30~19:00
27,사랑의동물병원,540,540,540,540,540,540,540,540,1200,1080,1200,1200,1200,1200,1200,1200,매일 09:00~20:00 / 화요일 09:00~18:00
28,형제종합동물병원,540,540,540,540,540,540,600,540,1260,1260,1260,1260,1260,1140,1140,1140,"평일 09:00~21:00/토,공휴일 09:00~19:00/일 10:00~19:00"
29,리더스동물병원,540,540,540,540,540,540,540,540,1320,1320,1320,1320,1320,1320,1320,1320,매일 09:00~22:00
30,한스동물병원,600,600,600,600,600,600,0,0,1200,1200,1140,1140,1140,960,0,0,"월,화요일 10:00~20:00 / 수,목,금요일 10:00~19:00 / 토요일 10:00~16:00"
31,24시센트럴동물메디컬센터,0,0,0,0,0,0,0,0,1440,1440,1440,1440,1440,1440,1440,1440,매일 00:00~24:00
32,미래동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
33,충현동물종합병원,480,480,480,480,480,480,480,480,1200,1200,1200,1200,1200,1200,1200,1200,"주간진료 08:00~20:00,야간진료 20:00~23:00,심야 응급진료 23:00~08:00"
34,우주동물병원,600,600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1200,1200,1200,매일 10:00~20:00
35,황동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
36,스마트동물병원 강동암사점,600,600,600,600,600,600,600,600,1260,1260,1260,1260,1260,1140,1140,1140,"평일 10:00~21:00/주말,공휴일 10:00~19:00"
37,희망동물병원,570,570,570,570,570,570,0,0,1140,1140,1140,1140,1140,1140,0,0,"평일,토요일 09:30~19:00"
38,현대종합동물병원,540,540,540,540,540,540,0,0,1260,1260,1260,1260,1260,1140,0,0,평일 09:00~21:00 / 토요일 09:00~19:00
39,금천종합동물병원,600,600,600,600,600,0,0,0,1170,1170,1170,1170,1170,1440,0,0,"평일 10:00~19:30,토 00:00~24:00"
40,용봉가축병원,540,540,540,540,540,540,540,540,1200,1200,1200,1200,1200,1200,1200,1200,매일 09:00~20:00
41,리즈동물병원,600,600,600,600,600,0,720,720,1200,1200,1200,1200,1200,0,1080,1080,"평일 10:00~20:00/일,공휴일 12:00~18:00(일요일 예약진료)"
42,재활한방 나눔동물병원,600,600,0,600,600,630,0,0,1140,1140,0,1140,1140,1050,0,0,"월,화,목,금 10:00~19:00/토 10:30~17:30"
43,남산동물병원,570,570,570,570,570,570,0,0,1140,1140,1140,1140,1140,1140,0,0,평일 09:30~19:00/토 09:30~19:00
44,마더스동물병원,600,600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1200,1080,1080,"월~토 10:00~20:00/일,공휴일 10:00~18:00"
45,키움동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1080,0,1080,"평일 10:00~20:00/토,공휴일 10:00~18:00"
46,내품에동물병원,600,600,600,600,600,600,600,0,1260,1260,1260,1260,1260,1260,1080,0,"평일,토요일 10:00~21:00 / 일 10:00~18:00"
47,다온동물병원,600,600,600,600,600,600,780,0,1200,1200,1200,1200,1200,1140,1020,0,평일 10:00~20:00/토 10:00~19:00/일 13:00~17:00(예약진료)
48,대치수동물병원,600,600,600,600,600,600,840,0,1200,1200,1200,1200,1200,1200,1080,0,월~토 10:00~20:00/ 일 13:00~18:00(예약진료)
49,24시 애니동물병원,540,540,540,540,540,540,540,540,1260,1260,1260,1260,1260,1260,1260,1260,일반진료 매일 09:00~21:00 / 야간진료 21:00~09:00
50,하나동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
51,아띠동물의료센터,600,600,600,600,600,600,600,0,1320,1320,1320,1320,1320,1200,1200,0,평일 10:00~22:00 / 주말 10:00~20:00
52,24시 마곡M동물의료센터,600,600,600,600,600,600,600,600,1290,1290,1290,1290,1290,1290,1290,1290,매일 00:00~24:00 / 주간진료 10:00~21:30 / 야간진료 21:30~10:00
53,신내동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,1020,0,0,평일 10:00~19:00/토 10:00~17:00
54,더샵동물메디컬센터,600,600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1200,1200,1200,매일 10:00~20:00
55,대치성심동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,1140,0,0,월~토 10:00~19:00
56,도곡종합동물병원,630,630,630,630,630,630,660,0,1140,1140,1140,1140,1140,1140,1440,0,"월~토 10:30~19:00/일 11:00~00:00(예약진료)/미용 10:00~17:00(목요일,일요일 휴무)"
57,참사랑동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1140,0,0,평일 10:00~20:00/토 10:00~19:00
58,바우미우동물병원,540,540,540,540,540,540,600,600,1260,1260,1260,1260,1200,1080,1080,1080,"월~목 09:00~21:00/금 09:00~20:00/토 09:00~18:00/일,공휴일10:00~18:00"
59,맑은동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,780,0,0,평일 10:00~19:00/토 10:00~13:00
60,헬릭스동물메디컬센터 송파점,540,540,540,540,540,540,540,540,1320,1320,1320,1320,1320,1320,1320,1320,매일 09:00~22:00 (야간응급실 24시간운영)
61,닥터그레이동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1020,0,1020,"평일 10:00~20:00 (목요일은 예약진료만 가능) / 토요일,공휴일 10:00~17:00"
62,엘동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,900,0,0,평일 10:00~19:00/토 10:00~15:00
63,좋아요 동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,1080,0,0,평일 10:00~19:00 /토 10:00~18:00
64,한수동물병원,600,600,600,600,600,0,0,600,1200,1140,1140,1140,1200,0,0,1140,"화,수,목,공휴일 10:00~19:00/월,금 10:00~20:00"
65,공원옆동물병원,600,600,600,600,600,600,0,0,1170,1170,1170,1170,1170,1020,0,0,평일 10:00~19:30 / 토요일 10:00~17:00
66,홍익동물종합병원,570,570,570,570,570,570,0,570,1140,1140,1140,1140,1140,1080,0,1080,"평일 09:30~19:00/토,공휴일 09:30~18:00"
67,우리동물병원생명사회적협동조합,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1080,0,1080,"평일 10:00~20:00 / 토,일부 공휴일 10:00~18:00"
68,청화종합동물병원,540,540,540,540,540,540,540,540,1140,1140,1140,1140,1140,1140,1140,1140,매일 09:00~19:00
69,방배한강동물병원,600,600,600,600,600,600,600,0,1140,1140,1140,1140,1140,1140,1140,0,월~일 10:00~19:00
70,마음을나누는동물병원,600,600,600,600,600,600,600,600,1140,1140,1140,1140,1140,1140,1140,1140,매일 10:00~19:00
71,홍제동물병원,540,540,540,540,540,540,540,540,1200,1200,1200,1200,1200,1200,1200,1200,매일 09:00~20:00
72,퓨리나 동물병원,600,600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1200,1200,1200,매일 10:00~20:00
73,노아동물병원,600,600,600,600,600,600,600,600,1260,1260,1260,1260,1260,1260,1260,1260,매일 10:00~21:00
74,파란동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1140,0,0,평일 10:00~20:00 / 토요일 10:00~19:00
75,원러브동물의료센터,600,600,600,600,600,600,600,600,1260,1260,1260,1260,1260,1260,1260,1260,매일 10:00~21:00
76,영국동물병원,540,540,540,540,540,540,540,540,1200,1200,1200,1200,1200,1200,1200,1200,매일 09:00~20:00
77,자양동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,990,0,1080,평일 10:00~20:00/토 10:00~16:30/공휴일 10:00~18:00
78,헬프유기동물의료센터,660,660,660,660,660,660,660,660,1200,1200,1200,1200,1200,1200,1200,1200,매일 11:00~20:00
79,심바동물병원,600,600,600,600,600,600,600,600,1140,1140,1140,1140,1140,1140,1140,1140,매일 10:00~19:00
80,창문동물병원,570,570,570,570,570,570,0,570,1140,1140,1140,1140,1140,1020,0,1020,"평일 09:30~19:00/토,공휴일 09:30~17:00"
81,안단테 동물병원,600,600,600,600,600,600,600,0,1200,1200,1200,1200,1200,1020,1020,0,평일 10:00~20:00/주말 10:00~17:00
82,쥬라기동물병원,600,600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1200,1200,1200,매일 10:00~20:00
83,펫토이동물병원,600,600,600,600,600,0,0,0,1200,1200,1200,1200,1200,0,0,0,평일 10:00~20:00
84,스머프동물병원,0,0,0,0,0,0,0,0,1440,1440,1440,1440,1440,1440,1440,1440,매일 00:00~24:00
85,별난동물병원,600,600,600,600,600,0,0,0,1260,1260,1260,1260,1260,0,0,0,평일 10:00~21:00
86,24시지구촌동물메디컬센터,0,0,0,0,0,0,0,0,1440,1440,1440,1440,1440,1440,1440,1440,매일 00:00~24:00
87,굿모닝 동물병원,600,600,600,600,600,0,0,0,1320,1320,1320,1320,1320,0,0,0,평일 10:00~22:00
88,하나카동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1140,0,1140,"평일 10:00~20:00/토,공휴일 10:00~19:00"
89,24시 청담우리동물병원,0,0,0,0,0,0,0,0,1440,1440,1440,1440,1440,1440,1440,1440,매일 00:00~24:00
90,웰리스동물병원,600,600,600,600,600,600,600,600,1140,1140,1140,1140,1140,1140,1140,1140,매일 10:00~19:00
91,아이원동물병원,600,600,600,600,600,600,600,0,1260,1260,1260,1260,1260,1260,1140,0,"평일,토요일 10:00~21:00 / 일요일 10:00~19:00"
92,웰니스동물병원 롯데월드점,600,600,600,600,600,600,600,0,1140,1140,1140,1140,1140,1020,1020,0,평일 10:00~19:00 / 주말 10:00~17:00
93,24시서울플러스종합동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
94,헬릭스동물암센터,600,600,600,600,600,600,600,0,1140,1140,1140,1140,1140,1140,1140,0,"평일,주말 10:00~19:00"
95,유림동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1140,0,1140,"평일 10:00~20:00 / 토요일,공휴일 10:00~19:00"
96,쥬라기동물병원,570,570,570,570,570,570,0,570,1200,1200,1200,1200,1200,1080,0,1080,"평일 09:30~20:00/토,공휴일 09:30~18:00"
97,헬릭스동물메디컬센터,0,0,0,0,0,0,0,0,1440,1440,1440,1440,1440,1440,1440,1440,매일 00:00~24:00
98,당고개동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
99,김정복동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
100,고득영동물병원,540,540,540,540,540,540,540,540,1260,1260,1260,1260,1260,1260,1260,1260,매일 09:00~21:00
101,캣앤캣 고양이 병원,600,600,600,0,600,600,0,0,1200,1200,1200,0,1200,1110,0,0,"월,화,수,금 10:00~20:00/토 10:00~18:30"
102,우리아이동물메디컬센터,570,570,570,570,570,570,570,570,1290,1290,1290,1290,1290,1290,1290,1290,매일 09:00~22:00(진료 09:30~21:30)
103,시민동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
104,나리울동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,870,0,0,평일 10:00~19:00/토 10:00~14:30
105,동물병원 베를린,0,540,540,540,540,540,0,0,0,1110,1110,1110,1110,1110,0,0,"화,수,목,금,토요일 09:00~18:30"
106,광화문동물병원,540,540,540,540,540,540,0,0,1230,1230,1230,1230,1230,1140,0,0,평일 09:00~20:30/토 09:00~19:00
107,이로동물의료센터,600,600,600,600,600,600,600,600,1260,1260,1260,1260,1260,1260,1260,1260,매일 10:00~21:00 (일반진료) / 매일 21:00~10:00 (응급진료)
108,뉴타운동물병원,570,570,570,570,570,0,0,0,1200,1200,1200,1200,1200,0,0,0,평일 09:30~20:00
109,허브동물병원,600,600,600,600,600,600,660,600,1230,1230,1230,1230,1230,1230,1020,1230,매일 10:00~20:30 / 일 11:00~17:00 (예약진료)
110,옥수수동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,1140,0,0,월~토 10:00~19:00
111,제인동물병원,570,570,570,570,570,570,0,0,1140,1140,1140,1140,1140,1080,0,0,평일 09:30~19:00 / 토요일 09:30~18:00
112,25시동물의료센터,600,600,600,600,600,600,600,600,1260,1260,1260,1260,1260,1260,1260,1260,주간진료 매일 10:00~21:00 / 야간진료 21:00~10:00
113,사랑동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1020,0,0,평일 10:00~20:00 / 토 10:00~17:00
114,강북24시N동물의료센터,0,0,0,0,0,0,0,0,1440,1440,1440,1440,1440,1440,1440,1440,매일 00:00~24:00
115,세계로동물병원의료센터,570,570,570,570,570,570,570,570,1170,1170,1170,1170,1170,1080,1170,1080,"매일 09:30~19:30 / 토,공휴일 09:30~18:00"
116,차지우동물병원,0,0,630,630,630,630,0,0,0,0,1020,1020,1020,960,0,0,"수,목,금요일 10:30~17:00 / 토요일 10:30~16:00"
117,와이즈24시 동물병원,600,600,600,600,600,600,0,0,1170,1170,1170,1170,1170,960,0,0,평일 10:00~19:30 / 토요일 10:00~16:00 / 일요일 휴진
118,역삼동물병원,630,630,630,630,630,630,630,630,1440,1440,1440,1440,1440,1440,1440,1440,"평일,주말,공휴일 10:30~24:00"
119,24시잠실ON동물의료센터,600,600,600,600,600,600,600,600,1140,1140,1140,1140,1140,1140,1140,1140,매일 10:00~19:00 (일반진료) / 매일 20:00~10:00 (응급진료)
120,온마음동물메디컬센터,540,540,540,540,540,540,600,540,1260,1260,1260,1260,1260,1260,1200,1260,"평일,토,공휴일 09:00~21:00 / 일요일 10:00~20:00"
121,땅콩동물병원,600,600,600,600,600,600,600,600,1140,1140,1140,1140,1140,1140,1140,1140,매일 10:00~19:00
122,치료멍멍동물병원 신사본원,600,600,600,600,600,600,600,600,1140,1140,1140,1140,1140,1140,1140,1140,일반진료 매일 10:00~19:00
123,길음동물병원,540,540,540,540,540,540,0,0,1200,1200,1200,1200,1200,1020,0,0,평일 09:00~20:00 / 토 09:00~17:00
124,함께하는동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
125,흑석동물병원,570,570,570,570,570,570,570,570,1260,1260,1260,1260,1260,1260,1260,1260,매일 09:30~21:00
126,프란다스동물병원 가좌점,570,570,570,570,570,0,0,0,1200,1200,1200,1200,1200,0,0,0,평일 09:30~20:00
127,성신동물병원,600,600,600,600,600,600,840,600,1200,1200,1200,1200,1200,1200,1080,1200,매일 10:00~20:00 / 일요일 14:00~18:00
128,세인트동물병원,600,600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1200,1080,1080,"평일,토요일 10:00~20:00 / 일,공휴일 10:00~18:00"
129,현대종합동물병원,0,0,0,0,0,0,0,0,1440,1440,1440,1440,1440,1440,1440,1440,매일 00:00~24:00
130,24시샤인동물메디컬센터,0,0,0,0,0,0,0,0,1440,1440,1440,1440,1440,1440,1440,1440,매일 00:00~24:00
131,애드펫동물병원,540,540,540,540,540,540,0,0,1170,1170,1170,1170,1170,1020,0,0,평일 09:00~19:30/토 09:00~17:00
132,송파스마일동물병원,540,540,540,540,540,540,540,540,1290,1290,1290,1290,1290,1290,1290,1290,매일 09:00~21:30 (24시간 입원관리)
133,굿파파 24시 반려동물건강검진센터,0,0,0,0,0,0,0,0,1440,1440,1440,1440,1440,1440,1440,1440,매일 00:00~24:00
134,올리브동물병원,600,600,600,600,600,600,600,0,1200,1200,1200,1200,1200,1200,1080,0,"평일,토요일 10:00~20:00 / 일요일 10:00~18:00"
135,퍼스트동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,960,0,960,"평일 10:00~20:00 / 토,공휴일 10:00~16:00"
136,라온동물병원,600,600,600,600,600,660,0,0,1110,1110,1110,1110,1110,1020,0,0,평일 10:00~18:30/토 10:00~16:00
137,뉴월드동물병원,600,600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1200,1200,1200,매일 10:00~20:00
138,참동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1080,0,1080,"평일 10:00~20:00/토,공휴일 10:00~18:00"
139,푸른동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1080,0,1020,평일 10:00~20:00/토 10:00~18:00/공휴일 10:00~17:00
140,서울종합동물병원방배,600,600,600,600,600,600,0,0,1080,1080,1080,1080,1080,1020,0,0,평일 10:00~18:00 / 토요일 10:00~17:00
141,서울숲동물병원,570,570,570,570,570,570,570,570,1200,1200,1200,1200,1200,1080,1080,1080,"평일 09:30~20:00 / 주말,공휴일 09:30~18:00"
142,반포자이동물병원,600,600,600,600,600,600,0,600,1140,1140,1140,1140,1140,1080,0,1080,"평일 10:00~19:00 / 토,공휴일 10:00~18:00"
143,이수동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1080,0,0,평일 10:00~20:00 / 토요일 10:00~18:00
144,도담도담동물병원,570,570,570,570,570,600,600,600,1260,1260,1260,1260,1260,1110,1110,1110,"평일 09:30~21:00 / 주말,공휴일 10:00~18:30"
145,센트럴동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1020,0,1020,"평일: 10:00~20:00 / 토,공휴일 10:00~17:00"
146,하트온동물병원,660,660,660,660,660,660,0,660,1200,1200,1200,1200,1200,1020,0,1020,"평일 11:00~20:00 / 토,공휴일 11:00~17:00"
147,강북우리동물의료센터,570,570,570,570,570,570,570,570,1200,1200,1200,1200,1200,1200,1080,1080,"평일,토 09:30~20:00/일,공휴일 09:30~18:00"
148,웰니스동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1200,0,0,"평일,토요일 10:00~20:00"
149,김태화종합동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,1020,0,0,평일 10:00~19:00 / 토요일 10:00~17:00
150,24시페토피아동물병원,570,570,570,570,570,570,570,570,1320,1320,1320,1320,1320,1320,1320,1320,매일 09:30~22:00 / 야간(응급) 22:00~09:30
151,반려동물의료센터 다울,570,570,570,570,570,570,570,570,1320,1320,1320,1320,1320,1320,1320,1320,매일 09:30~22:00
152,면목동물병원,570,570,570,570,570,570,570,600,1200,1200,1200,1200,1200,1200,1200,1140,매일 09:30~20:00/공휴일 10:00~19:00
153,한사랑동물병원,540,540,540,540,540,540,600,0,1140,1140,1140,1140,1140,1080,720,0,평일 09:00~19:00 / 토 09:00~18:00 / 일 10:00~12:00(예약진료)
154,아이엠동물병원,570,570,570,570,570,570,570,570,1260,1260,1260,1260,1260,1260,1260,1260,매일 09:30~21:00
155,용마동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
156,봉식동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
157,마리동물병원,630,630,630,630,630,630,0,660,1170,1170,1170,1170,1170,1080,0,1080,평일 10:30~19:30 / 토요일 10:30~18:00 / 공휴일 11:00~18:00
158,압구정동물병원,600,600,600,600,600,0,720,720,1140,1140,1140,1140,1140,0,1020,1020,"평일 10:00~19:00/일,공휴일 12:00~17:00"
159,현림종합동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
160,서래동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
161,GD동물병원,600,600,600,600,600,600,600,600,1170,1170,1170,1170,1170,1170,1170,1170,매일 10:00~19:30
162,애플동물병원,600,600,600,600,600,600,600,0,1320,1320,1320,1320,1320,1320,1080,0,월~토 10:00~22:00/일 10:00~18:00
163,24시 로운동물의료센터,570,570,570,570,570,570,570,570,1320,1320,1320,1320,1320,1320,1320,1320,매일 09:30~09:00 (24시간 진료) / 매일 22:00~09:00 (야간응급진료)
164,우장동물병원,570,570,570,570,570,570,0,0,1200,1200,1200,1200,1200,1200,0,0,"평일,토요일 09:30~20:00"
165,스마일동물병원,600,600,600,600,600,600,0,600,1260,1260,1260,1260,1260,1140,0,1140,"평일 10:00~21:00/토,공휴일 10:00~19:00"
166,서초힐스동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,1020,0,0,평일 10:00~19:00 / 토요일 10:00~17:00
167,VIP동물의료센터 성북점,600,600,600,600,600,600,600,600,1140,1140,1140,1140,1140,1140,1140,1140,매일 주간진료 10:00~19:00 / 야간진료 19:00~22:00 / 응급진료 22:00~09:00 (일요일 제외)
168,이윤세동물병원,600,600,600,600,600,600,600,0,1260,1260,1260,1260,1260,1260,1080,0,"평일,토요일 10:00~21:00 / 일요일 10:00~18:00"
169,나무동물병원,600,600,600,600,600,600,0,600,1140,1140,1140,1140,1140,960,0,960,"평일 10:00~19:00 / 토,공휴일 10:00~16:00(예약진료)"
170,엘'S동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
171,신길 온동물병원,600,600,600,600,600,600,600,600,1260,1260,1260,1260,1260,1140,1140,1140,"평일 10:00~21:00/주말,공휴일 10:00~19:00"
172,고척 원 동물의료센터,600,600,600,600,600,600,600,0,1200,1200,1200,1200,1200,1200,1020,0,"평일,토요일 10:00~20:00 / 일요일 10:00~17:00"
173,펫가든동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
174,디아크동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
175,중앙동물메디컬센터,600,600,600,600,600,600,630,630,1290,1290,1290,1290,1290,1290,1290,1290,"일반진료 평일,토 10:00~21:30/일,공휴일 10:30~21:30 /응급진료 09:30~10:30"
176,삼성동물병원,600,600,600,600,600,600,900,600,1140,1140,1140,1140,1140,1080,1020,1080,"평일 10:00~19:00/토,공휴일 10:00~18:00/일 15:00~17:00"
177,펫동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,1080,0,0,평일 10:00~19:00/토 10:00~18:00
178,신정동물병원,600,600,600,600,600,600,0,0,1200,1200,1200,1200,1200,1140,0,0,평일 10:00~20:00 / 토요일 10:00~19:00
179,24시 신도림S동물의료센터,600,600,600,600,600,600,600,600,1320,1320,1320,1320,1320,1320,1320,1320,매일 10:00~22:00 (일반진료) / 매일 22:00~10:00 (야간진료)
180,동물병원알루,570,570,570,570,570,570,570,570,1290,1290,1290,1290,1290,1290,1140,1290,매일 09:30~21:30 / 일요일 09:30~19:00
181,다나은동물병원,600,600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1140,1020,1140,"평일 10:00~20:00 / 토요일,공휴일 10:00~19:00 / 일요일 10:00~17:00 (예약진료)"
182,봉천현대동물병원,600,600,600,600,600,600,0,0,1260,1260,1260,1260,1260,1080,0,0,평일 10:00~21:00/토 10:00~18:00
183,M동물의료센터,600,600,600,600,600,600,600,0,1230,1230,1230,1230,1230,1080,1080,0,평일 10:00~20:30 / 주말 10:00~18:00
184,한남동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
185,푸른종합동물병원,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
186,호담동물병원,600,600,600,600,600,600,0,600,1200,1200,1200,1200,1200,1140,0,1140,"평일 10:00~20:00 / 토,공휴일 10:00~19:00"
187,굿모닝 동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,900,0,0,평일 10:00~19:00/토 10:00~15:00
188,더편한동물병원,600,600,600,600,600,600,0,0,1260,1260,1260,1260,1260,1140,0,0,평일 10:00~21:00 / 토요일 10:00~19:00
189,신세계동물병원,570,570,570,570,570,570,0,570,1200,1200,1200,1200,1200,1020,0,1020,"평일 09:30~20:00 / 토,공휴일 09:30~17:00 (예약진료)"
190,강아지군대가는날,540,540,540,540,540,540,540,540,1080,1080,1080,1080,1080,1080,1080,1080,
191,효창동물병원,600,600,600,600,600,600,0,0,1140,1140,1140,1140,1140,1140,0,0,"평일,토 10:00~19:00"
192,서울동물병원,600,600,600,600,600,600,600,0,1230,1230,1230,1230,1230,1230,960,0,월~토 10:00~20:30 / 일요일 10:00~16:00
