HospitalID,name,mon_start,tue_start,wed_start,thu_start,fri_start,sat_start,sun_start,hol_start,mon_end,tue_end,wed_end,thu_end,fri_end,sat_end,sun_end,hol_end,businessHours,,,is24
147,강북우리동물의료센터,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,20:00,20:00,20:00,20:00,20:00,20:00,18:00,18:00,"평일,토 09:30~20:00/일,공휴일 09:30~18:00",,,0
148,웰니스동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,20:00,,,"평일,토요일 10:00~20:00",,,0
149,김태화종합동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:00~19:00 / 토요일 10:00~17:00,,,0
150,24시페토피아동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 09:30~22:00 / 야간(응급) 22:00~09:30,,,1
151,반려동물의료센터 다울,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 09:30~22:00,,,0
152,면목동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,19:00,매일 09:30~20:00/공휴일 10:00~19:00,,,0
153,한사랑동물병원,9:00,9:00,9:00,9:00,9:00,9:00,10:00,,19:00,19:00,19:00,19:00,19:00,18:00,12:00,,평일 09:00~19:00 / 토 09:00~18:00 / 일 10:00~12:00(예약진료),,,0
154,아이엠동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:30~21:00,,,0
155,용마동물병원,,,,,,,,,,,,,,,,,,,,0
156,봉식동물병원,,,,,,,,,,,,,,,,,,,,0
157,마리동물병원,10:30,10:30,10:30,10:30,10:30,10:30,,11:00,19:30,19:30,19:30,19:30,19:30,18:00,,18:00,평일 10:30~19:30 / 토요일 10:30~18:00 / 공휴일 11:00~18:00,,,0
158,압구정동물병원,10:00,10:00,10:00,10:00,10:00,,12:00,12:00,19:00,19:00,19:00,19:00,19:00,,17:00,17:00,"평일 10:00~19:00/일,공휴일 12:00~17:00",,,0
159,현림종합동물병원,,,,,,,,,,,,,,,,,,,,0
160,서래동물병원,,,,,,,,,,,,,,,,,,,,0
161,GD동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:30,19:30,19:30,19:30,19:30,19:30,19:30,19:30,매일 10:00~19:30,,,0
162,애플동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,22:00,22:00,22:00,22:00,22:00,22:00,18:00,,월~토 10:00~22:00/일 10:00~18:00,,,0
163,24시 로운동물의료센터,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 09:30~09:00 (24시간 진료) / 매일 22:00~09:00 (야간응급진료),,,1
164,우장동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,20:00,20:00,20:00,20:00,20:00,20:00,,,"평일,토요일 09:30~20:00",,,0
165,스마일동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,21:00,21:00,21:00,21:00,21:00,19:00,,19:00,"평일 10:00~21:00/토,공휴일 10:00~19:00",,,0
166,서초힐스동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:00~19:00 / 토요일 10:00~17:00,,,0
167,VIP동물의료센터 성북점,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 주간진료 10:00~19:00 / 야간진료 19:00~22:00 / 응급진료 22:00~09:00 (일요일 제외),,,1
168,이윤세동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,21:00,21:00,21:00,21:00,21:00,21:00,18:00,,"평일,토요일 10:00~21:00 / 일요일 10:00~18:00",,,0
169,나무동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,19:00,19:00,19:00,19:00,19:00,16:00,,16:00,"평일 10:00~19:00 / 토,공휴일 10:00~16:00(예약진료)",,,0
170,엘'S동물병원,,,,,,,,,,,,,,,,,,,,0
171,신길 온동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,19:00,19:00,19:00,"평일 10:00~21:00/주말,공휴일 10:00~19:00",,,0
172,고척 원 동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,20:00,20:00,20:00,20:00,20:00,20:00,17:00,,"평일,토요일 10:00~20:00 / 일요일 10:00~17:00",,,0
173,펫가든동물병원,,,,,,,,,,,,,,,,,,,,0
174,디아크동물병원,,,,,,,,,,,,,,,,,,,,0
175,중앙동물메디컬센터,10:00,10:00,10:00,10:00,10:00,10:00,10:30,10:30,21:30,21:30,21:30,21:30,21:30,21:30,21:30,21:30,"일반진료 평일,토 10:00~21:30/일,공휴일 10:30~21:30 /응급진료 09:30~10:30",,,1
176,삼성동물병원,10:00,10:00,10:00,10:00,10:00,10:00,15:00,10:00,19:00,19:00,19:00,19:00,19:00,18:00,17:00,18:00,"평일 10:00~19:00/토,공휴일 10:00~18:00/일 15:00~17:00",,,0
177,펫동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,18:00,,,평일 10:00~19:00/토 10:00~18:00,,,0
178,신정동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,19:00,,,평일 10:00~20:00 / 토요일 10:00~19:00,,,0
179,24시 신도림S동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 10:00~22:00 (일반진료) / 매일 22:00~10:00 (야간진료),,,1
180,동물병원알루,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,21:30,21:30,21:30,21:30,21:30,21:30,19:00,21:30,매일 09:30~21:30 / 일요일 09:30~19:00,,,0
181,다나은동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,19:00,17:00,19:00,"평일 10:00~20:00 / 토요일,공휴일 10:00~19:00 / 일요일 10:00~17:00 (예약진료)",,,0
182,봉천현대동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,21:00,21:00,21:00,21:00,21:00,18:00,,,평일 10:00~21:00/토 10:00~18:00,,,0
183,M동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,20:30,20:30,20:30,20:30,20:30,18:00,18:00,,평일 10:00~20:30 / 주말 10:00~18:00,,,0
184,한남동물병원,,,,,,,,,,,,,,,,,,,,0
185,푸른종합동물병원,,,,,,,,,,,,,,,,,,,,0
186,호담동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,19:00,,19:00,"평일 10:00~20:00 / 토,공휴일 10:00~19:00",,,0
187,굿모닝 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,15:00,,,평일 10:00~19:00/토 10:00~15:00,,,0
188,더편한동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,21:00,21:00,21:00,21:00,21:00,19:00,,,평일 10:00~21:00 / 토요일 10:00~19:00,,,0
189,신세계동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,9:30,20:00,20:00,20:00,20:00,20:00,17:00,,17:00,"평일 09:30~20:00 / 토,공휴일 09:30~17:00 (예약진료)",,,0
190,강아지군대가는날,,,,,,,,,,,,,,,,,,,,0
191,효창동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,19:00,,,"평일,토 10:00~19:00",,,0
192,서울동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,20:30,20:30,20:30,20:30,20:30,20:30,16:00,,월~토 10:00~20:30 / 일요일 10:00~16:00,,,0
193,유케어종합동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00,,,0
194,수동물병원,10:00,10:00,10:00,10:00,10:00,,,,20:00,20:00,20:00,20:00,20:00,,,,평일 10:00~20:00,,,0
195,로엘동물병원,9:30,9:30,9:30,9:30,9:30,,11:30,,21:00,21:00,21:00,21:00,21:00,,20:00,,평일 09:30~21:00/일 11:30~20:00,,,0
196,이리온 양재점,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 10:00~21:00,,,0
197,대학로동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,19:00,,,평일 10:00~20:00/토 10:00~19:00,,,0
198,봄빛동물병원,,,,,,,,,,,,,,,,,,,,0
199,쿨독 동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,19:30,19:30,19:30,19:30,19:30,18:30,,,평일 09:30~19:30/토 09:30~18:30,,,0
200,석동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,9:30,20:00,20:00,20:00,20:00,20:00,18:00,,18:00,"평일 09:30~20:00/ 토,공휴일 09:30~18:00",,,0
201,커비동물병원,10:30,10:30,10:30,10:30,10:30,,,,18:30,18:30,18:30,18:30,18:30,,,,평일 10:30~18:30,,,0
202,금란종합동물병원,10:00,10:00,10:00,10:00,10:00,,,,20:00,20:00,20:00,20:00,20:00,,,,평일 10:00~20:00,,,0
203,스킨앤이어동물병원,9:30,9:30,9:30,9:30,9:30,9:00,,,18:30,18:30,18:30,18:30,18:30,15:00,,,평일 09:30~18:30 / 토요일 09:00~15:00,,,0
204,한양종합동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:30,21:30,21:30,21:30,21:30,21:30,21:30,21:30,매일 09:00~21:30,,,0
205,오주동물병원,,,,,,,,,,,,,,,,,,,,0
206,마루동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,"평일 10:00~19:00/토 10:00~17:00/일,공휴일은 예약진료만 가능",,,0
207,갤러리아동물병원,,,,,,,,,,,,,,,,,,,,0
208,고덕24시동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 주간진료 10:00~22:00 / 매일 야간진료 22:00~10:00,,,1
209,이든동물의료센터,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,일반진료 09:00~22:00,,,0
210,삼성동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:30,9:00,20:00,20:00,20:00,20:00,20:00,20:00,19:30,20:00,매일 09:00~20:00 / 일 09:30~19:30,,,0
211,행복한동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,19:00,19:00,19:00,19:00,19:00,18:00,,,평일 09:30~19:00 / 토요일 09:30~18:00,,,0
212,애니케어동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,18:00,18:00,18:00,"평일 10:00~19:00/주말,공휴일 10:00~18:00",,,0
213,우신동물병원,,,,,,,,,,,,,,,,,,,,0
214,가온동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 10:00~21:00,,,0
215,예일동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,21:00,21:00,21:00,21:00,21:00,20:00,,,평일 10:00~21:00 / 토요일 10:00~20:00,,,0
216,신영동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,20:30,20:30,20:30,20:30,20:30,20:30,20:30,20:30,매일 09:30~20:30,,,0
217,에이드 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,일반진료 매일 10:00~22:00/응급진료 매일 22:00~10:00,,,1
218,라파엘동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 09:30~19:00,,,0
219,청담동물병원,,,,,,,,,,,,,,,,,,,,0
220,페트로동물의료원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,20:30,20:30,20:30,20:30,20:30,19:00,19:00,,평일 10:00~20:30 / 주말 10:00~19:00,,,0
221,세명동물병원,9:00,9:00,9:00,9:00,9:00,9:00,,,20:00,20:00,20:00,20:00,20:00,18:30,,,평일 09:00~21:00 (접수마감 20:00)/토 09:00~19:00 (접수마감 18:30),,,0
222,이을반려동물케어센터,10:00,10:00,10:00,,10:00,10:00,,,19:00,21:00,19:00,,21:00,19:00,,,"월,수,토요일 10:00~19:00 / 화,금요일 10:00~21:00(야간진료)",,,0
223,로얄동물메디컬센터 강동,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00,,,1
224,서울허브동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,12:00,,,평일 10:00~20:00 / 토요일 10:00~12:00 (100% 예약제),,,0
225,안정택동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,19:30,19:30,18:30,,,평일 10:00~20:00(진료마감 19:30)/토 10:00~19:00 (진료마감 18:30),,,0
226,아프리카동물병원,9:30,9:30,9:30,9:30,9:30,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,19:00,,19:00,"평일 09:30~20:00/토,공휴일 10:00~19:00",,,0
227,도담동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,11:00,19:00,19:00,19:00,19:00,19:00,18:00,,18:00,평일 10:00~19:00/토 10:00~18:00/공휴일 11:00~18:00,,,0
228,프라임동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:00~19:00/ 토 10:00~17:00,,,0
229,좋아서하는동물병원,10:00,10:00,10:00,10:00,10:00,,,,19:00,19:00,19:00,19:00,19:00,,,,평일 10:00~19:00,,,0
230,금강동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:30~21:00,,,0
231,쿨펫동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 10:00~22:00,,,0
232,닥터베토벤동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,9:30,20:00,20:00,20:00,20:00,20:00,,19:30,20:00,"평일,공휴일 09:30~20:00 / 토요일 09:30~19:30",,,0
233,두암한방동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 10:00~19:00,,,0
234,한빛동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,18:00,,,평일 10:00~19:00 / 토 10:00~18:00,,,0
235,대현동물병원,9:30,9:30,9:30,9:30,9:30,9:30,11:00,9:30,19:00,19:00,19:00,19:00,19:00,18:00,18:00,18:00,"평일 09:30~19:00 / 토,공휴일 09:30~18:00 / 일요일 11:00~18:00",,,0
236,에코동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,,21:00,21:00,21:00,21:00,21:00,18:00,18:00,,평일 09:00~21:00 / 주말 09:00~18:00,,,0
237,24시OK동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,일반진료 매일 09:00~21:00 / 매일 21:00~09:00 입원환자만 관리(응급진료~VIP동물의료센터 청담점 연계진료),,,1
238,꿈의숲동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,19:30,19:30,19:30,19:30,19:30,15:00,,15:00,"평일 10:00~19:30 / 토,공휴일 10:00~15:00",,,0
239,한마음동물병원,,,,,,,,,,,,,,,,,,,,0
240,해성동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 09:30~19:00 / 토요일 09:30~17:00,,,0
241,동물치과병원 메이,9:30,9:30,9:30,9:30,9:30,,,11:00,19:00,19:00,19:00,19:00,19:00,,,18:00,평일 09:30~19:00/공휴일 11:00~18:00,,,0
242,이층애고양이동물병원,,,,,,,,,,,,,,,,,,,,0
243,웰펫동물병원,,,,,,,,,,,,,,,,,,,,0
244,포유동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,16:00,,,평일 10:00~19:00 / 토요일 10:00~16:00,,,0
245,꿈이크는동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,19:00,20:00,20:00,매일 10:00~20:00 / 토요일 10:00~19:00,,,0
246,논현동물병원,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00,,,1
247,방학동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,,21:00,21:00,21:00,21:00,21:00,19:00,19:00,,평일 09:30~21:00/주말 09:30~19:00,,,0
248,건국대학교 부속동물병원,9:00,9:00,9:00,9:00,9:00,,9:00,,17:30,17:30,17:30,17:30,17:30,,18:00,,"평일 09:00~17:30/응급의학과 월,수,목,금 14:00~22:00/일 09:00~18:00",,,0
249,24시 더힐동물의료센터,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:00~21:00(일반진료)/21:00~09:00(야간응급진료),,,1
250,엉클장동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,15:00,,,평일 10:00~19:00/토 10:00~15:00,,,0
251,로이동물병원,10:00,10:00,10:00,10:00,10:00,,10:00,10:00,20:00,20:00,20:00,20:00,20:00,,18:00,18:00,"평일 10:00~20:00 / 일,공휴일 10:00~18:00",,,0
252,빛가온동물병원,,,,,,,,,,,,,,,,,,,,0
253,태일동물병원,9:00,9:00,9:00,9:00,9:00,9:00,,9:00,18:00,18:00,18:00,18:00,18:00,18:00,,18:00,"평일,토,공휴일 09:00~18:00",,,0
254,래이동물의료센터,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00,,,1
255,강북동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00,,,0
256,이상윤동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 10:00~19:00,,,0
257,닥터표동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,20:00,,18:00,"평일,토요일 10:00~20:00 /공휴일 10:00~18:00",,,0
258,이태원동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,18:00,18:00,18:00,18:00,18:00,18:00,18:00,18:00,매일 09:00~18:00,,,0
259,홍상희동물병원,,,,,,,,,,,,,,,,,,,,0
260,메종동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 10:00~21:00,,,0
261,유앤동물의료원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 10:00~19:00,,,0
262,토론토동물병원,,,,,,,,,,,,,,,,,,,,0
263,동물은내친구,9:00,9:00,9:00,9:00,9:00,,11:00,10:00,20:00,20:00,20:00,20:00,20:00,,17:00,18:00,평일 09:00~20:00 / 일요일 11:00~17:00 / 공휴일 10:00~18:00,,,0
264,어울림동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:00~19:00 / 토요일 10:00~17:00,,,0
265,경인동물의료센터,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:00~21:00 주간/야간 21:00~09:00,,,1
266,신월라온동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,21:00,21:00,21:00,21:00,21:00,21:00,18:00,,"평일,토요일 10:00~21:00 / 일요일 10:00~18:00",,,0
267,동물병원 위드,9:30,9:30,9:30,9:30,9:30,,,10:00,20:00,20:00,20:00,20:00,20:00,,,18:00,평일 09:30~20:00/공휴일 10:00~18:00,,,0
268,은행나무 종합동물병원,,,,,,,,,,,,,,,,,,,,0
269,나래동물병원,10:00,10:00,10:00,10:00,10:00,9:00,,,18:00,18:00,18:00,18:00,18:00,11:30,,,평일 10:00~18:00 / 토요일 09:00~11:30,,,0
270,다온동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,18:00,,,평일 10:00~20:00 / 토요일 10:00~18:00,,,0
271,시온동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,19:00,,,평일 10:00~19:00 / 토 10:00~19:00,,,0
272,민트동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,20:00,,,평일 10:00~20:00/토 10:00~20:00,,,0
273,문정힐스 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,20:00,20:00,20:00,20:00,20:00,19:00,19:00,,평일 10:00~20:00/주말 10:00~19:00,,,0
274,우리동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,19:30,19:30,15:30,,,평일 10:00~19:30 / 토요일 10:00~15:30,,,0
275,열린동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,21:00,21:00,21:00,21:00,21:00,21:00,,,"평일,토 09:30~21:00",,,0
276,아차산동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:30,20:30,20:30,20:30,20:30,19:00,19:00,19:00,"매일 10:00~20:30 / 주말,공휴일 10:00~19:00",,,0
277,츄츄 동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 09:30~20:00,,,0
278,용강동물병원,9:00,9:00,9:00,9:00,9:00,9:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,19:00,19:00,"평일,토요일 09:00~20:00 / 일,공휴일 10:00~19:00",,,0
279,강서동물종합병원,10:00,10:00,10:00,10:00,10:00,10:00,,,18:00,18:00,18:00,18:00,18:00,17:00,,,평일 10:00~18:00 / 토요일 10:00~17:00,,,0
280,정말로동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:00~21:00,,,0
281,망원 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,15:00,,,평일 10:00~19:00 / 토요일 10:00~15:00,,,0
282,연희동물병원,10:00,10:00,10:00,10:00,10:00,,,,19:00,19:00,19:00,19:00,19:00,,,,평일 10:00~19:00,,,0
283,미래지동물의료센터,9:00,9:00,9:00,9:00,9:00,9:00,10:00,,22:00,22:00,22:00,22:00,22:00,22:00,19:00,,월~토 09:00~22:00/일 10:00~19:00,,,0
284,태능동물병원,9:40,9:40,9:40,9:40,9:40,9:40,,,18:30,18:30,18:30,18:30,18:30,16:00,,,평일 09:40~18:30/토 09:40~16:00,,,0
285,24시 치유동물의료센터,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00,,,1
286,중곡동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,14:00,19:30,18:00,,,"월,화,수,금 10:00~19:30 / 목요일 10:00~14:00 / 토요일 10:00~18:00",,,0
287,라온동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,19:00,19:00,19:00,"평일 10:00~20:00 / 주말,공휴일 10:00~19:00",,,0
288,행복한동물병원,10:00,10:00,10:00,10:00,10:00,10:00,13:00,13:00,21:00,21:00,21:00,21:00,21:00,21:00,19:00,19:00,"평일,토 10:00~21:00/일,공휴일 13:00~19:00",,,0
289,아프지말게동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,19:00,,,평일 10:00~20:00 / 토요일 10:00~19:00,,,0
290,송파원 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00,,,0
291,365동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,20:00,20:00,20:00,20:00,20:00,19:00,17:00,17:00,"평일 09:30~20:00 / 토요일 09:30~19:00 / 일요일,공휴일 09:30~17:00",,,0
292,경희궁 바른 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,19:30,19:30,18:00,,,평일 10:00~19:30/토 10:00~18:00,,,0
293,24시 수 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,일반진료 10:00~22:00/응급진료 22:00~10:00,,,1
294,베이동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00,,,0
295,화신종합동물병원,9:00,9:00,9:00,9:00,9:00,9:00,10:30,,20:00,20:00,20:00,20:00,20:00,20:00,17:30,,"평일,토 09:00~20:00/일 10:30~17:30",,,0
296,예은동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,20:00,20:00,20:00,20:00,20:00,20:00,18:00,20:00,"평일 09:30~20:00/토,공휴일 09:30~20:00/일 09:30~18:00",,,0
297,봄봄동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,18:00,,18:00,"평일 10:00~20:00/토,공휴일 10:00~18:00",,,0
298,콩닥동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:30,21:30,21:30,21:30,21:30,21:30,19:30,21:30,매일 10:00~21:30 / 일요일 10:00~19:30,,,0
299,수 동물병원,,,,,,,,,,,,,,,,,,,,0
300,해태동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00,,,0
301,뉴욕동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,19:00,,,평일 10:00~20:00 / 토요일 10:00~19:00,,,0
302,앙리 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,19:30,19:30,18:00,,,평일 10:00~19:30 / 토요일 10:00~18:00,,,0
303,마리스동물의료센터,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,18:00,18:00,"평일,토요일 09:00~21:00 / 일,공휴일 09:00~18:00",,,0
